nowtime,vendor,product_category,avg_price,min_price,max_price
2024-05-16,Metro,Milk,NA,11.39,11.39
2024-05-16,NoFrills,Bread,NA,1.97,9.99
2024-05-16,NoFrills,Eggs,NA,2.94,9.52
2024-05-16,NoFrills,Milk,NA,3.89,3.89
2024-05-16,TandT,Bread,NA,2.98,7.69
2024-05-16,TandT,Eggs,NA,10.55,9.67
2024-05-16,TandT,Milk,NA,3.49,4.19
2024-05-16,Walmart,Bread,NA,1.97,9.97
2024-05-16,Walmart,Eggs,NA,5.27,8.83
2024-05-16,Walmart,Milk,NA,4.47,4.47
2024-05-17,Galleria,Bread,NA,2.99,8.85
2024-05-17,Galleria,Eggs,NA,0.99,9.99
2024-05-17,Galleria,Milk,NA,4.95,5.49
2024-05-17,Loblaws,Bread,NA,2.49,9.99
2024-05-17,Loblaws,Eggs,NA,10.13,9.52
2024-05-17,Metro,Bread,NA,2.29,8.99
2024-05-17,Metro,Eggs,NA,10.19,9.89
2024-05-17,Metro,Milk,NA,11.39,11.39
2024-05-17,NoFrills,Bread,NA,1.97,9.99
2024-05-17,NoFrills,Eggs,NA,2.94,9.52
2024-05-17,NoFrills,Milk,NA,3.89,3.89
2024-05-17,TandT,Bread,NA,2.99,7.69
2024-05-17,TandT,Eggs,NA,10.55,9.67
2024-05-17,TandT,Milk,NA,2.98,7.99
2024-05-17,Voila,Bread,NA,2.69,8.99
2024-05-17,Voila,Eggs,NA,1.79,9.99
2024-05-17,Walmart,Bread,NA,2.97,9.97
2024-05-17,Walmart,Eggs,NA,3.87,8.83
2024-05-17,Walmart,Milk,NA,4.47,4.47
2024-05-18,Galleria,Bread,NA,2.99,8.85
2024-05-18,Galleria,Eggs,NA,0.99,9.99
2024-05-18,Galleria,Milk,NA,4.95,5.49
2024-05-18,Loblaws,Bread,NA,10.99,9.99
2024-05-18,Loblaws,Eggs,NA,10.13,9.52
2024-05-18,Metro,Bread,NA,2.29,8.99
2024-05-18,Metro,Eggs,NA,10.19,9.89
2024-05-18,Metro,Milk,NA,11.39,11.39
2024-05-18,NoFrills,Bread,NA,1.97,9.99
2024-05-18,NoFrills,Eggs,NA,2.94,9.52
2024-05-18,NoFrills,Milk,NA,3.89,3.89
2024-05-18,TandT,Bread,NA,2.99,7.69
2024-05-18,TandT,Eggs,NA,10.55,9.67
2024-05-18,TandT,Milk,NA,2.98,7.99
2024-05-18,Voila,Bread,NA,2.69,8.99
2024-05-18,Voila,Eggs,NA,1.79,9.99
2024-05-18,Walmart,Bread,NA,1.97,9.97
2024-05-18,Walmart,Eggs,NA,3.87,8.83
2024-05-18,Walmart,Milk,NA,4.47,4.47
2024-05-19,Galleria,Bread,NA,2.99,8.85
2024-05-19,Galleria,Eggs,NA,0.99,9.99
2024-05-19,Galleria,Milk,NA,4.95,5.49
2024-05-19,Loblaws,Bread,NA,2.49,9.99
2024-05-19,Loblaws,Eggs,NA,10.13,9.52
2024-05-19,Metro,Bread,NA,2.29,8.99
2024-05-19,Metro,Eggs,NA,10.19,9.89
2024-05-19,Metro,Milk,NA,11.39,11.39
2024-05-19,NoFrills,Bread,NA,1.97,5.79
2024-05-19,NoFrills,Eggs,NA,2.94,9.52
2024-05-19,TandT,Bread,NA,2.99,7.69
2024-05-19,TandT,Eggs,NA,10.55,9.67
2024-05-19,TandT,Milk,NA,2.98,7.99
2024-05-19,Voila,Bread,NA,2.69,8.99
2024-05-19,Voila,Eggs,NA,1.79,9.99
2024-05-19,Walmart,Bread,NA,1.97,9.97
2024-05-19,Walmart,Eggs,NA,3.87,8.83
2024-05-19,Walmart,Milk,NA,4.47,4.47
2024-05-20,Galleria,Bread,NA,2.99,8.85
2024-05-20,Galleria,Eggs,NA,0.99,9.99
2024-05-20,Galleria,Milk,NA,4.95,5.49
2024-05-20,Loblaws,Bread,NA,10.99,7.99
2024-05-20,Loblaws,Eggs,NA,10.13,9.52
2024-05-20,Metro,Bread,NA,2.29,8.99
2024-05-20,Metro,Eggs,NA,10.19,9.89
2024-05-20,Metro,Milk,NA,11.39,11.39
2024-05-20,NoFrills,Bread,NA,1.97,9.99
2024-05-20,NoFrills,Eggs,NA,2.94,9.52
2024-05-20,NoFrills,Milk,NA,3.89,3.89
2024-05-20,TandT,Bread,NA,2.99,7.69
2024-05-20,TandT,Eggs,NA,10.55,9.67
2024-05-20,TandT,Milk,NA,2.98,7.99
2024-05-20,Voila,Bread,NA,2.69,8.99
2024-05-20,Voila,Eggs,NA,1.79,9.99
2024-05-20,Walmart,Bread,NA,1.97,9.97
2024-05-20,Walmart,Eggs,NA,3.87,8.83
2024-05-20,Walmart,Milk,NA,4.47,4.47
2024-05-21,Galleria,Bread,NA,2.99,8.85
2024-05-21,Galleria,Eggs,NA,0.99,9.99
2024-05-21,Galleria,Milk,NA,4.95,5.49
2024-05-21,Loblaws,Bread,NA,2.49,6.29
2024-05-21,Loblaws,Eggs,NA,10.13,9.52
2024-05-21,Metro,Bread,NA,2.29,8.99
2024-05-21,Metro,Eggs,NA,10.19,9.89
2024-05-21,Metro,Milk,NA,11.39,11.39
2024-05-21,NoFrills,Bread,NA,1.97,9.99
2024-05-21,NoFrills,Eggs,NA,2.94,9.52
2024-05-21,TandT,Bread,NA,2.99,7.69
2024-05-21,TandT,Eggs,NA,10.55,9.67
2024-05-21,TandT,Milk,NA,2.98,7.99
2024-05-21,Voila,Bread,NA,2.69,8.99
2024-05-21,Voila,Eggs,NA,1.79,9.99
2024-05-21,Walmart,Bread,NA,1.97,9.97
2024-05-21,Walmart,Eggs,NA,3.87,8.83
2024-05-21,Walmart,Milk,NA,4.47,4.47
2024-05-22,Galleria,Bread,NA,2.99,8.85
2024-05-22,Galleria,Eggs,NA,0.99,9.99
2024-05-22,Galleria,Milk,NA,4.95,5.49
2024-05-22,Loblaws,Bread,NA,2.49,6.29
2024-05-22,Loblaws,Eggs,NA,10.13,9.52
2024-05-22,Metro,Bread,NA,2.29,8.99
2024-05-22,Metro,Eggs,NA,10.19,9.89
2024-05-22,Metro,Milk,NA,11.39,11.39
2024-05-22,NoFrills,Bread,NA,1.97,5.99
2024-05-22,NoFrills,Eggs,NA,2.94,9.52
2024-05-22,NoFrills,Milk,NA,3.89,3.89
2024-05-22,TandT,Bread,NA,2.99,7.69
2024-05-22,TandT,Eggs,NA,10.55,9.67
2024-05-22,TandT,Milk,NA,2.98,7.99
2024-05-22,Voila,Bread,NA,2.69,8.99
2024-05-22,Voila,Eggs,NA,1.79,9.99
2024-05-22,Walmart,Bread,NA,1.97,9.97
2024-05-22,Walmart,Eggs,NA,3.87,8.83
2024-05-22,Walmart,Milk,NA,4.47,4.47
2024-05-23,Galleria,Bread,NA,2.99,8.85
2024-05-23,Galleria,Eggs,NA,0.99,9.99
2024-05-23,Galleria,Milk,NA,4.95,5.49
2024-05-23,Loblaws,Bread,NA,10.99,5.99
2024-05-23,Loblaws,Eggs,NA,10.13,9.52
2024-05-23,Metro,Bread,NA,2.29,8.99
2024-05-23,Metro,Eggs,NA,10.19,8.39
2024-05-23,Metro,Milk,NA,11.39,11.39
2024-05-23,NoFrills,Bread,NA,1.97,5.99
2024-05-23,NoFrills,Eggs,NA,2.94,9.52
2024-05-23,NoFrills,Milk,NA,3.89,3.89
2024-05-23,TandT,Bread,NA,2.99,7.69
2024-05-23,TandT,Eggs,NA,10.55,9.67
2024-05-23,TandT,Milk,NA,2.98,7.99
2024-05-23,Voila,Bread,NA,2.69,8.99
2024-05-23,Voila,Eggs,NA,1.79,9.99
2024-05-23,Walmart,Bread,NA,1.97,9.97
2024-05-23,Walmart,Eggs,NA,3.87,8.83
2024-05-23,Walmart,Milk,NA,4.47,4.47
2024-05-24,Galleria,Bread,NA,2.99,8.85
2024-05-24,Galleria,Eggs,NA,0.99,9.99
2024-05-24,Galleria,Milk,NA,4.95,5.49
2024-05-24,Loblaws,Bread,NA,2.00,5.99
2024-05-24,Loblaws,Eggs,NA,10.13,9.52
2024-05-24,Metro,Bread,NA,10.29,8.99
2024-05-24,Metro,Eggs,NA,10.19,9.89
2024-05-24,Metro,Milk,NA,11.39,11.39
2024-05-24,NoFrills,Bread,NA,1.97,5.99
2024-05-24,NoFrills,Eggs,NA,2.94,9.52
2024-05-24,TandT,Bread,NA,2.99,7.69
2024-05-24,TandT,Eggs,NA,10.55,9.67
2024-05-24,TandT,Milk,NA,3.49,7.99
2024-05-24,Voila,Bread,NA,2.69,8.99
2024-05-24,Voila,Eggs,NA,1.79,9.99
2024-05-24,Walmart,Bread,NA,1.97,9.97
2024-05-24,Walmart,Eggs,NA,3.87,8.83
2024-05-25,Galleria,Bread,NA,2.99,8.85
2024-05-25,Galleria,Eggs,NA,0.99,9.99
2024-05-25,Galleria,Milk,NA,4.95,5.49
2024-05-25,Loblaws,Bread,NA,10.99,5.99
2024-05-25,Loblaws,Eggs,NA,10.13,9.52
2024-05-25,Metro,Bread,NA,10.29,8.99
2024-05-25,Metro,Eggs,NA,10.19,9.89
2024-05-25,Metro,Milk,NA,11.39,11.39
2024-05-25,NoFrills,Bread,NA,1.97,9.99
2024-05-25,NoFrills,Eggs,NA,2.94,9.52
2024-05-25,NoFrills,Milk,NA,3.89,3.89
2024-05-25,TandT,Bread,NA,2.99,7.69
2024-05-25,TandT,Eggs,NA,10.55,9.67
2024-05-25,TandT,Milk,NA,3.49,7.99
2024-05-25,Voila,Bread,NA,2.69,8.99
2024-05-25,Voila,Eggs,NA,1.79,9.99
2024-05-25,Walmart,Bread,NA,2.97,9.97
2024-05-25,Walmart,Eggs,NA,3.87,8.83
2024-05-25,Walmart,Milk,NA,4.47,4.47
2024-05-26,Galleria,Bread,NA,2.99,8.85
2024-05-26,Galleria,Eggs,NA,0.99,9.99
2024-05-26,Galleria,Milk,NA,4.95,5.49
2024-05-26,Loblaws,Bread,NA,10.99,7.99
2024-05-26,Loblaws,Eggs,NA,10.13,9.52
2024-05-26,Metro,Bread,NA,10.29,8.99
2024-05-26,Metro,Eggs,NA,10.19,9.89
2024-05-26,Metro,Milk,NA,11.39,11.39
2024-05-26,NoFrills,Bread,NA,1.97,9.99
2024-05-26,NoFrills,Eggs,NA,2.94,9.52
2024-05-26,NoFrills,Milk,NA,3.89,3.89
2024-05-26,TandT,Bread,NA,2.99,7.69
2024-05-26,TandT,Eggs,NA,10.55,9.67
2024-05-26,TandT,Milk,NA,3.49,7.99
2024-05-26,Voila,Bread,NA,2.69,8.99
2024-05-26,Voila,Eggs,NA,1.79,9.99
2024-05-26,Walmart,Bread,NA,1.97,9.97
2024-05-26,Walmart,Eggs,NA,3.87,8.83
2024-05-26,Walmart,Milk,NA,4.47,4.47
2024-05-27,Galleria,Bread,NA,2.99,8.85
2024-05-27,Galleria,Eggs,NA,0.99,9.99
2024-05-27,Galleria,Milk,NA,4.95,5.49
2024-05-27,Loblaws,Bread,NA,2.00,9.99
2024-05-27,Loblaws,Eggs,NA,10.13,9.52
2024-05-27,Metro,Bread,NA,10.29,8.99
2024-05-27,Metro,Eggs,NA,10.19,9.89
2024-05-27,Metro,Milk,NA,11.39,11.39
2024-05-27,NoFrills,Bread,NA,1.97,5.99
2024-05-27,NoFrills,Eggs,NA,2.94,9.52
2024-05-27,NoFrills,Milk,NA,3.89,3.89
2024-05-27,TandT,Bread,NA,2.99,7.69
2024-05-27,TandT,Eggs,NA,10.55,9.67
2024-05-27,TandT,Milk,NA,3.49,7.99
2024-05-27,Voila,Bread,NA,2.69,8.99
2024-05-27,Voila,Eggs,NA,1.79,9.99
2024-05-27,Walmart,Bread,NA,1.97,9.97
2024-05-27,Walmart,Eggs,NA,3.87,8.83
2024-05-27,Walmart,Milk,NA,4.47,4.47
2024-05-28,Galleria,Bread,NA,2.99,8.85
2024-05-28,Galleria,Eggs,NA,0.99,9.99
2024-05-28,Galleria,Milk,NA,4.95,5.49
2024-05-28,Loblaws,Bread,NA,2.00,5.99
2024-05-28,Loblaws,Eggs,NA,10.13,9.52
2024-05-28,Metro,Bread,NA,10.29,8.99
2024-05-28,Metro,Eggs,NA,10.19,9.89
2024-05-28,Metro,Milk,NA,11.39,11.39
2024-05-28,NoFrills,Bread,NA,1.97,9.99
2024-05-28,NoFrills,Eggs,NA,2.94,9.52
2024-05-28,NoFrills,Milk,NA,3.89,3.89
2024-05-28,TandT,Bread,NA,2.99,7.69
2024-05-28,TandT,Eggs,NA,10.55,9.67
2024-05-28,TandT,Milk,NA,3.49,7.99
2024-05-28,Voila,Bread,NA,2.69,8.99
2024-05-28,Voila,Eggs,NA,1.79,9.99
2024-05-28,Walmart,Bread,NA,1.97,9.97
2024-05-28,Walmart,Eggs,NA,3.87,8.83
2024-05-28,Walmart,Milk,NA,4.47,4.47
2024-05-29,Galleria,Bread,NA,2.99,8.85
2024-05-29,Galleria,Eggs,NA,0.99,9.99
2024-05-29,Galleria,Milk,NA,4.95,5.49
2024-05-29,Loblaws,Bread,NA,2.00,9.99
2024-05-29,Loblaws,Eggs,NA,10.13,9.52
2024-05-29,Metro,Bread,NA,10.29,8.99
2024-05-29,Metro,Eggs,NA,10.19,9.89
2024-05-29,Metro,Milk,NA,11.39,11.39
2024-05-29,NoFrills,Bread,NA,1.97,9.99
2024-05-29,NoFrills,Eggs,NA,2.94,9.52
2024-05-29,TandT,Bread,NA,2.99,7.69
2024-05-29,TandT,Eggs,NA,10.55,9.67
2024-05-29,TandT,Milk,NA,3.49,7.99
2024-05-29,Voila,Bread,NA,2.69,8.99
2024-05-29,Voila,Eggs,NA,1.79,9.99
2024-05-29,Walmart,Bread,NA,1.97,9.97
2024-05-29,Walmart,Eggs,NA,10.43,9.98
2024-05-30,Galleria,Bread,NA,2.99,8.85
2024-05-30,Galleria,Eggs,NA,0.99,9.99
2024-05-30,Galleria,Milk,NA,4.95,5.49
2024-05-30,Loblaws,Bread,NA,10.99,9.99
2024-05-30,Loblaws,Eggs,NA,10.13,9.52
2024-05-30,Metro,Bread,NA,10.29,8.99
2024-05-30,Metro,Eggs,NA,10.19,9.89
2024-05-30,Metro,Milk,NA,11.39,11.39
2024-05-30,NoFrills,Bread,NA,1.97,5.99
2024-05-30,NoFrills,Eggs,NA,2.94,9.52
2024-05-30,TandT,Bread,NA,2.99,7.69
2024-05-30,TandT,Eggs,NA,10.55,9.67
2024-05-30,TandT,Milk,NA,3.49,7.99
2024-05-30,Voila,Bread,NA,2.69,8.99
2024-05-30,Voila,Eggs,NA,1.79,9.99
2024-05-30,Walmart,Bread,NA,1.97,9.97
2024-05-30,Walmart,Eggs,NA,3.87,8.83
2024-05-30,Walmart,Milk,NA,4.47,4.47
2024-05-31,Galleria,Bread,NA,2.99,8.85
2024-05-31,Galleria,Eggs,NA,0.99,9.99
2024-05-31,Galleria,Milk,NA,4.95,5.49
2024-05-31,Loblaws,Bread,NA,2.49,9.99
2024-05-31,Loblaws,Eggs,NA,10.13,9.52
2024-05-31,Metro,Bread,NA,10.29,9.29
2024-05-31,Metro,Eggs,NA,10.19,8.39
2024-05-31,Metro,Milk,NA,11.39,11.39
2024-05-31,NoFrills,Bread,NA,1.97,7.99
2024-05-31,NoFrills,Eggs,NA,2.94,9.52
2024-05-31,NoFrills,Milk,NA,3.89,3.89
2024-05-31,TandT,Bread,NA,2.98,7.69
2024-05-31,TandT,Eggs,NA,10.55,9.67
2024-05-31,TandT,Milk,NA,3.49,7.99
2024-05-31,Voila,Bread,NA,2.49,8.99
2024-05-31,Voila,Eggs,NA,1.79,9.99
2024-05-31,Walmart,Bread,NA,1.97,9.97
2024-05-31,Walmart,Eggs,NA,3.87,8.83
2024-05-31,Walmart,Milk,NA,4.47,4.47
2024-06-01,Galleria,Bread,NA,2.99,8.85
2024-06-01,Galleria,Eggs,NA,0.99,9.99
2024-06-01,Galleria,Milk,NA,4.95,5.49
2024-06-01,Loblaws,Bread,NA,10.99,7.99
2024-06-01,Loblaws,Eggs,NA,10.13,9.52
2024-06-01,Metro,Bread,NA,10.29,9.29
2024-06-01,Metro,Eggs,NA,10.19,8.39
2024-06-01,Metro,Milk,NA,11.39,11.39
2024-06-01,NoFrills,Bread,NA,1.97,7.99
2024-06-01,NoFrills,Eggs,NA,2.94,9.52
2024-06-01,NoFrills,Milk,NA,3.89,3.89
2024-06-01,TandT,Bread,NA,2.98,7.69
2024-06-01,TandT,Eggs,NA,10.55,9.67
2024-06-01,TandT,Milk,NA,3.49,7.99
2024-06-01,Voila,Bread,NA,2.49,8.99
2024-06-01,Voila,Eggs,NA,1.79,9.99
2024-06-01,Walmart,Bread,NA,1.97,9.97
2024-06-01,Walmart,Eggs,NA,3.87,8.83
2024-06-01,Walmart,Milk,NA,4.47,4.47
2024-06-02,Galleria,Bread,NA,2.99,8.85
2024-06-02,Galleria,Eggs,NA,0.99,9.99
2024-06-02,Galleria,Milk,NA,4.95,5.49
2024-06-02,Loblaws,Bread,NA,10.99,6.29
2024-06-02,Loblaws,Eggs,NA,10.13,9.52
2024-06-02,Metro,Bread,NA,10.29,9.29
2024-06-02,Metro,Eggs,NA,10.19,8.39
2024-06-02,Metro,Milk,NA,11.39,11.39
2024-06-02,NoFrills,Bread,NA,1.97,7.99
2024-06-02,NoFrills,Eggs,NA,2.94,9.52
2024-06-02,NoFrills,Milk,NA,3.89,3.89
2024-06-02,TandT,Bread,NA,2.98,7.69
2024-06-02,TandT,Eggs,NA,10.55,9.67
2024-06-02,TandT,Milk,NA,3.49,7.99
2024-06-02,Voila,Bread,NA,2.49,8.99
2024-06-02,Voila,Eggs,NA,1.79,9.99
2024-06-02,Walmart,Bread,NA,1.97,9.97
2024-06-02,Walmart,Eggs,NA,3.87,8.83
2024-06-03,Galleria,Bread,NA,2.99,8.85
2024-06-03,Galleria,Eggs,NA,0.99,9.99
2024-06-03,Galleria,Milk,NA,4.95,5.49
2024-06-03,Loblaws,Bread,NA,10.99,7.99
2024-06-03,Loblaws,Eggs,NA,10.13,9.52
2024-06-03,Metro,Bread,NA,10.29,9.29
2024-06-03,Metro,Eggs,NA,10.19,8.39
2024-06-03,Metro,Milk,NA,11.39,11.39
2024-06-03,NoFrills,Bread,NA,1.97,7.99
2024-06-03,NoFrills,Eggs,NA,2.94,9.52
2024-06-03,NoFrills,Milk,NA,3.89,3.89
2024-06-03,TandT,Bread,NA,2.98,7.69
2024-06-03,TandT,Eggs,NA,10.55,9.67
2024-06-03,TandT,Milk,NA,3.49,7.99
2024-06-03,Voila,Bread,NA,1.99,8.99
2024-06-03,Voila,Eggs,NA,1.79,9.99
2024-06-03,Walmart,Bread,NA,1.97,9.97
2024-06-03,Walmart,Eggs,NA,3.87,8.83
2024-06-03,Walmart,Milk,NA,4.47,4.47
2024-06-04,Galleria,Bread,NA,2.99,8.85
2024-06-04,Galleria,Eggs,NA,0.99,9.99
2024-06-04,Galleria,Milk,NA,4.95,5.49
2024-06-04,Loblaws,Bread,NA,2.49,9.99
2024-06-04,Loblaws,Eggs,NA,10.13,9.52
2024-06-04,Metro,Bread,NA,10.29,8.99
2024-06-04,Metro,Eggs,NA,10.19,8.39
2024-06-04,Metro,Milk,NA,11.39,11.39
2024-06-04,NoFrills,Bread,NA,1.97,7.99
2024-06-04,NoFrills,Eggs,NA,2.94,9.52
2024-06-04,TandT,Bread,NA,2.98,6.69
2024-06-04,TandT,Eggs,NA,10.55,9.67
2024-06-04,TandT,Milk,NA,3.49,7.99
2024-06-04,Voila,Bread,NA,1.99,8.99
2024-06-04,Voila,Eggs,NA,1.79,9.99
2024-06-04,Walmart,Bread,NA,1.97,7.97
2024-06-04,Walmart,Eggs,NA,3.87,8.83
2024-06-04,Walmart,Milk,NA,4.47,4.47
2024-06-05,Galleria,Bread,NA,2.99,8.85
2024-06-05,Galleria,Eggs,NA,0.99,9.99
2024-06-05,Galleria,Milk,NA,4.95,5.49
2024-06-05,Loblaws,Bread,NA,10.99,7.99
2024-06-05,Loblaws,Eggs,NA,10.13,9.52
2024-06-05,Metro,Bread,NA,10.29,9.29
2024-06-05,Metro,Eggs,NA,10.19,8.39
2024-06-05,Metro,Milk,NA,11.39,11.39
2024-06-05,NoFrills,Bread,NA,1.97,5.99
2024-06-05,NoFrills,Eggs,NA,2.94,9.52
2024-06-05,NoFrills,Milk,NA,3.89,3.89
2024-06-05,TandT,Bread,NA,2.98,6.69
2024-06-05,TandT,Eggs,NA,10.55,9.67
2024-06-05,TandT,Milk,NA,3.49,7.99
2024-06-05,Voila,Bread,NA,1.99,8.99
2024-06-05,Voila,Eggs,NA,1.79,9.99
2024-06-05,Walmart,Bread,NA,1.97,7.97
2024-06-05,Walmart,Eggs,NA,3.87,8.83
2024-06-05,Walmart,Milk,NA,4.47,4.47
2024-06-06,Galleria,Bread,NA,2.99,8.85
2024-06-06,Galleria,Eggs,NA,0.99,9.99
2024-06-06,Galleria,Milk,NA,4.95,5.49
2024-06-06,Loblaws,Bread,NA,10.99,8.99
2024-06-06,Loblaws,Eggs,NA,10.13,9.52
2024-06-06,Metro,Bread,NA,10.29,9.29
2024-06-06,Metro,Eggs,NA,10.19,9.89
2024-06-06,Metro,Milk,NA,11.29,11.29
2024-06-06,NoFrills,Bread,NA,1.97,7.99
2024-06-06,NoFrills,Eggs,NA,2.94,9.52
2024-06-06,TandT,Bread,NA,2.98,6.69
2024-06-06,TandT,Eggs,NA,10.55,9.67
2024-06-06,TandT,Milk,NA,3.49,7.99
2024-06-06,Voila,Bread,NA,1.99,8.99
2024-06-06,Voila,Eggs,NA,1.79,9.99
2024-06-06,Walmart,Bread,NA,13.96,9.97
2024-06-06,Walmart,Eggs,NA,3.87,9.07
2024-06-06,Walmart,Milk,NA,4.47,4.47
2024-06-07,Galleria,Bread,NA,2.99,8.85
2024-06-07,Galleria,Eggs,NA,0.99,9.99
2024-06-07,Galleria,Milk,NA,4.95,5.49
2024-06-07,Loblaws,Bread,NA,2.49,6.29
2024-06-07,Loblaws,Eggs,NA,10.13,9.52
2024-06-07,Metro,Bread,NA,10.29,9.29
2024-06-07,Metro,Eggs,NA,10.19,9.89
2024-06-07,Metro,Milk,NA,11.29,11.29
2024-06-07,NoFrills,Bread,NA,1.97,5.99
2024-06-07,NoFrills,Eggs,NA,2.94,9.52
2024-06-07,TandT,Bread,NA,2.98,6.69
2024-06-07,TandT,Eggs,NA,10.55,9.67
2024-06-07,TandT,Milk,NA,3.49,7.99
2024-06-07,Voila,Bread,NA,1.99,8.99
2024-06-07,Voila,Eggs,NA,1.79,9.99
2024-06-07,Walmart,Bread,NA,13.96,9.97
2024-06-07,Walmart,Eggs,NA,3.87,9.07
2024-06-07,Walmart,Milk,NA,4.47,4.47
2024-06-08,Galleria,Bread,NA,2.99,8.85
2024-06-08,Galleria,Eggs,NA,0.99,9.99
2024-06-08,Galleria,Milk,NA,4.95,5.49
2024-06-08,Loblaws,Bread,NA,2.49,8.99
2024-06-08,Loblaws,Eggs,NA,10.13,9.52
2024-06-08,Metro,Bread,NA,10.29,9.29
2024-06-08,Metro,Eggs,NA,10.19,9.89
2024-06-08,NoFrills,Bread,NA,1.97,5.99
2024-06-08,NoFrills,Eggs,NA,2.94,9.52
2024-06-08,TandT,Bread,NA,2.98,6.69
2024-06-08,TandT,Eggs,NA,10.55,9.67
2024-06-08,TandT,Milk,NA,3.49,7.99
2024-06-08,Voila,Bread,NA,1.99,8.99
2024-06-08,Voila,Eggs,NA,1.79,9.99
2024-06-08,Walmart,Bread,NA,2.97,7.47
2024-06-08,Walmart,Eggs,NA,3.87,9.07
2024-06-08,Walmart,Milk,NA,4.47,4.47
2024-06-09,Galleria,Bread,NA,2.99,8.85
2024-06-09,Galleria,Eggs,NA,0.99,9.99
2024-06-09,Galleria,Milk,NA,4.95,5.49
2024-06-09,Loblaws,Bread,NA,2.49,8.99
2024-06-09,Loblaws,Eggs,NA,10.13,9.52
2024-06-09,Metro,Bread,NA,10.49,9.99
2024-06-09,Metro,Eggs,NA,2/$6.00,9.79
2024-06-09,NoFrills,Bread,NA,1.97,7.99
2024-06-09,NoFrills,Eggs,NA,2.94,9.52
2024-06-09,NoFrills,Milk,NA,3.89,3.89
2024-06-09,TandT,Bread,NA,2.98,6.69
2024-06-09,TandT,Eggs,NA,10.55,9.67
2024-06-09,TandT,Milk,NA,3.49,7.99
2024-06-09,Voila,Bread,NA,1.99,8.99
2024-06-09,Voila,Eggs,NA,1.79,9.99
2024-06-09,Walmart,Bread,NA,1.97,7.97
2024-06-09,Walmart,Eggs,NA,3.87,9.57
2024-06-10,Galleria,Bread,NA,1.99,8.85
2024-06-10,Galleria,Eggs,NA,0.99,9.99
2024-06-10,Galleria,Milk,NA,1.59,9.99
2024-06-10,Loblaws,Bread,NA,2.49,6.99
2024-06-10,Loblaws,Eggs,NA,10.13,9.52
2024-06-10,Loblaws,Milk,NA,2.49,2.49
2024-06-10,Metro,Bread,NA,10.49,9.99
2024-06-10,Metro,Eggs,NA,1.10,9.99
2024-06-10,Metro,Milk,NA,10.79,9.99
2024-06-10,NoFrills,Bread,NA,1.97,5.99
2024-06-10,NoFrills,Eggs,NA,2.94,9.52
2024-06-10,NoFrills,Milk,NA,3.89,3.89
2024-06-10,TandT,Bread,NA,2.98,6.69
2024-06-10,TandT,Eggs,NA,10.55,9.67
2024-06-10,TandT,Milk,NA,3.49,7.99
2024-06-10,Voila,Bread,NA,1.99,9.99
2024-06-10,Voila,Eggs,NA,1.79,9.99
2024-06-10,Voila,Milk,NA,10.49,8.79
2024-06-10,Walmart,Bread,NA,1.48,9.72
2024-06-10,Walmart,Eggs,NA,0.47,9.58
2024-06-10,Walmart,Milk,NA,1.18,9.97
2024-06-11,Galleria,Bread,NA,1.99,9.99
2024-06-11,Galleria,Eggs,NA,1.98,8.99
2024-06-11,Galleria,Milk,NA,0.5,9.99
2024-06-11,Loblaws,Bread,NA,1.50,9.99
2024-06-11,Loblaws,Eggs,NA,1.29,9.52
2024-06-11,Loblaws,Milk,NA,0.99,9.99
2024-06-11,Metro,Bread,NA,1.49,9.99
2024-06-11,Metro,Eggs,NA,1.10,9.99
2024-06-11,Metro,Milk,NA,1.29,9.99
2024-06-11,NoFrills,Bread,NA,1.49,9.99
2024-06-11,NoFrills,Eggs,NA,0.44,9.99
2024-06-11,NoFrills,Milk,NA,0.59,9.99
2024-06-11,TandT,Bread,NA,10.44,9.98
2024-06-11,TandT,Eggs,NA,1.99,9.99
2024-06-11,TandT,Milk,NA,1.64,9.89
2024-06-11,Voila,Bread,NA,1.99,9.99
2024-06-11,Voila,Eggs,NA,1.25,9.99
2024-06-11,Voila,Milk,NA,1.25,9.99
2024-06-11,Walmart,Bread,NA,1.48,7.97
2024-06-11,Walmart,Eggs,NA,3.47,9.58
2024-06-11,Walmart,Milk,NA,1.18,5.97
2024-06-12,Galleria,Bread,NA,1.99,9.99
2024-06-12,Galleria,Eggs,NA,1.98,8.99
2024-06-12,Galleria,Milk,NA,0.5,9.99
2024-06-12,Loblaws,Bread,NA,1.50,9.99
2024-06-12,Loblaws,Eggs,NA,1.29,9.52
2024-06-12,Loblaws,Milk,NA,0.99,9.99
2024-06-12,Metro,Bread,NA,1.49,9.99
2024-06-12,Metro,Eggs,NA,1.10,9.89
2024-06-12,Metro,Milk,NA,1.29,9.99
2024-06-12,NoFrills,Bread,NA,1.49,9.99
2024-06-12,NoFrills,Eggs,NA,0.44,9.99
2024-06-12,NoFrills,Milk,NA,0.59,9.99
2024-06-12,TandT,Bread,NA,10.44,9.98
2024-06-12,TandT,Eggs,NA,1.99,9.99
2024-06-12,TandT,Milk,NA,1.64,9.89
2024-06-12,Voila,Bread,NA,1.99,9.99
2024-06-12,Voila,Eggs,NA,1.25,9.99
2024-06-12,Voila,Milk,NA,1.25,9.99
2024-06-12,Walmart,Bread,NA,1.48,9.97
2024-06-12,Walmart,Eggs,NA,0.47,9.58
